customerID,tenure,MonthlyCharges,TotalCharges,Churn,EstimatedCLV,CLVGroup
8840-DQLGN,35,100.5,3653.35,Yes,3258.389505119454,High-Value
2039-JONDJ,27,55.45,1477.65,No,1797.7880403868035,Standard-Value
7217-JYHOQ,24,70.3,1706.45,No,2279.2515642775884,Standard-Value
6695-FRVEC,67,60.4,3953.7,No,1958.2758816837315,Standard-Value
4547-LYTDD,16,72.65,1194.3,Yes,2355.4427616609787,Standard-Value
9894-QMIMJ,23,55.8,1327.85,No,1809.1356655290103,Standard-Value
8069-YQQAJ,14,31.1,419.7,No,1008.3175483503983,Standard-Value
6770-XUAGN,1,21.0,21.0,Yes,680.8575085324233,Standard-Value
4193-ORFCL,1,45.1,45.1,Yes,1462.2225540386805,Standard-Value
1636-NTNCO,4,50.95,207.35,No,1651.8900028441412,Standard-Value
3466-WAESX,16,69.1,1083.7,No,2240.3454209328784,Standard-Value
9281-PKKZE,46,43.95,2007.85,No,1424.9375000000002,Standard-Value
3638-VBZTA,68,86.5,5882.75,No,2804.484499431172,Standard-Value
7459-IMVYU,38,69.95,2657.55,No,2267.9039391353813,Standard-Value
7776-QWNFX,30,50.4,1527.5,Yes,1634.0580204778157,Standard-Value
6689-TCZHQ,5,78.95,378.4,Yes,2559.7000142207057,Standard-Value
8563-OYMQY,17,90.95,1612.2,No,2948.7614476678045,High-Value
0754-EEBDC,4,19.9,76.65,No,645.1935437997724,Standard-Value
5777-ZPQNC,12,20.15,260.7,No,653.2989903299203,Standard-Value
1951-IEYXM,72,90.6,6441.85,No,2937.4138225255974,High-Value
3318-NMQXL,3,92.0,266.8,No,2982.804323094426,High-Value
3143-ILDAL,56,94.45,5124.6,Yes,3062.237699089875,High-Value
1022-RKXDR,41,24.85,962.25,No,805.6813850967009,Standard-Value
2361-FJWNO,40,36.0,1382.9,No,1167.184300341297,Standard-Value
2272-UOINI,7,78.5,571.05,No,2545.110210466439,Standard-Value
8232-UTFOZ,69,19.95,1399.35,No,646.814633105802,Standard-Value
3750-YHRYO,7,20.65,150.0,No,669.5098833902161,Standard-Value
6637-KYRCV,5,30.5,167.2,No,988.8644766780433,Standard-Value
5668-MEISB,72,106.1,7657.4,No,3439.951507394767,High-Value
0129-QMPDR,44,20.5,865.05,No,664.6466154721275,Standard-Value
7188-CBBBA,65,95.5,6153.85,No,3096.2805745164965,High-Value
5356-CSVSQ,3,64.6,174.2,No,2094.447383390216,Standard-Value
3221-CJMSG,24,51.1,1269.6,No,1656.75327076223,Standard-Value
4720-VSTSI,44,84.8,3862.55,Yes,2749.367463026166,Standard-Value
3219-JQRSL,72,89.1,6352.4,No,2888.78114334471,Standard-Value
2801-NISEI,24,54.95,1348.5,No,1781.5771473265077,Standard-Value
3946-MHCZW,1,50.9,50.9,Yes,1650.2689135381115,Standard-Value
4623-ZKHLY,22,20.45,471.55,No,663.0255261660978,Standard-Value
6732-VAILE,70,85.95,5931.75,No,2786.6525170648465,Standard-Value
8201-AAXCB,25,60.35,1404.65,No,1956.654792377702,Standard-Value
7696-CFTAT,37,19.8,726.1,No,641.9513651877133,Standard-Value
1845-CSBRZ,22,85.35,1961.6,No,2767.1994453924913,Standard-Value
2123-VSCOT,59,72.1,4194.85,No,2337.610779294653,Standard-Value
6651-AZVTJ,49,99.8,4872.45,Yes,3235.69425483504,High-Value
4566-GOLUK,47,107.35,5118.95,Yes,3480.478740045506,High-Value
2484-DGXPZ,31,19.55,658.95,Yes,633.8459186575654,Standard-Value
2018-QKYGT,1,81.05,81.05,No,2627.785765073948,Standard-Value
2792-VPPET,3,20.5,76.95,No,664.6466154721275,Standard-Value
7409-JURKQ,53,111.8,5809.75,No,3624.755688282139,High-Value
3247-MHJKM,1,20.2,20.2,No,654.92007963595,Standard-Value
1964-SVLEA,20,19.7,415.9,No,638.7091865756541,Standard-Value
4587-NUKOX,3,79.1,246.5,Yes,2564.563282138794,Standard-Value
7297-DVYGA,51,19.85,996.95,No,643.572454493743,Standard-Value
2239-CGBUZ,51,60.5,3145.15,No,1961.5180602957907,Standard-Value
0854-UYHZD,13,19.55,265.3,No,633.8459186575654,Standard-Value
7243-LCGGZ,1,20.9,20.9,No,677.615329920364,Standard-Value
8267-KFGYD,1,21.05,21.05,No,682.4785978384529,Standard-Value
4890-VMUAV,63,71.5,4576.3,No,2318.1577076222984,Standard-Value
9261-WDCAF,3,54.65,189.1,No,1771.85061149033,Standard-Value
3764-MNMOI,46,19.2,908.15,No,622.4982935153583,Standard-Value
7442-YGZFK,1,49.8,49.8,No,1614.6049488054607,Standard-Value
0420-BWTPW,8,25.5,215.2,Yes,826.7555460750854,Standard-Value
8229-BUJHX,71,20.5,1500.95,No,664.6466154721275,Standard-Value
7449-HVPIV,55,90.4,5099.15,No,2930.9294653014795,High-Value
5504-WSIUR,70,90.25,6385.95,No,2926.0661973833903,High-Value
8183-ONMXC,2,80.75,159.45,Yes,2618.0592292377705,Standard-Value
8466-PZBLH,67,104.6,6885.75,No,3391.3188282138794,High-Value
9614-RMGHA,65,91.85,5940.85,Yes,2977.9410551763367,High-Value
8735-IJJEG,14,50.2,668.85,No,1627.5736632536975,Standard-Value
0564-MUUQK,20,95.5,1916.2,No,3096.2805745164965,High-Value
5054-IEXZT,1,75.35,75.35,Yes,2442.9815841865757,Standard-Value
5834-ASPWA,1,75.45,75.45,Yes,2446.223762798635,Standard-Value
0701-RFGFI,49,95.4,4613.95,No,3093.0383959044375,High-Value
0019-EFAEP,72,101.3,7261.25,No,3284.3269340159272,High-Value
5619-PTMIK,46,53.1,2459.8,No,1721.5968430034131,Standard-Value
3737-XBQDD,24,84.85,2048.8,No,2750.988552332196,Standard-Value
5882-CMAZQ,5,34.25,163.55,No,1110.4461746302618,Standard-Value
5846-QFDFI,33,88.6,2888.7,No,2872.570250284414,Standard-Value
4445-KWOKW,42,60.15,2421.6,No,1950.1704351535836,Standard-Value
3511-APPBJ,23,99.95,2292.75,No,3240.557522753129,High-Value
7967-HYCDE,8,70.7,553.4,No,2292.220278725825,Standard-Value
2430-RRYUW,66,54.8,3465.7,No,1776.7138794084187,Standard-Value
3948-XHGNA,24,49.55,1210.4,Yes,1606.4995022753128,Standard-Value
3723-BFBGR,24,54.8,1291.3,No,1776.7138794084187,Standard-Value
0565-IYCGT,69,78.6,5356.45,Yes,2548.352389078498,Standard-Value
5447-WZAFP,53,100.3,5200.8,No,3251.9051478953356,High-Value
5110-CHOPY,60,53.6,3237.05,No,1737.807736063709,Standard-Value
5445-UTODQ,7,81.1,576.65,Yes,2629.406854379977,Standard-Value
4425-OWHWB,20,19.35,433.75,No,627.3615614334472,Standard-Value
7892-QVYKW,23,85.6,1868.4,No,2775.3048919226394,Standard-Value
9675-ICXCT,72,80.8,5728.55,No,2619.6803185438,Standard-Value
1024-VRZHF,11,74.95,825.7,Yes,2430.0128697383393,Standard-Value
4703-MQYKT,21,19.6,390.4,No,635.467007963595,Standard-Value
9497-QCMMS,1,93.55,93.55,Yes,3033.0580915813425,High-Value
5692-ICXLW,31,90.7,2845.15,No,2940.656001137657,High-Value
0602-DDUML,57,69.75,3894.4,No,2261.419581911263,Standard-Value
2208-MPXIO,45,20.0,886.4,No,648.4357224118316,Standard-Value
1960-UYCNN,10,95.25,1021.55,No,3088.1751279863483,High-Value
0348-SDKOL,58,102.1,5885.4,Yes,3310.2643629124004,High-Value
3190-FZATL,14,19.95,268.4,No,646.814633105802,Standard-Value
7336-RLLRH,27,80.85,2204.35,No,2621.3014078498295,Standard-Value
4373-MAVJG,14,90.9,1259.0,Yes,2947.1403583617753,High-Value
8901-HJXTF,12,29.2,309.1,Yes,946.7161547212743,Standard-Value
7710-JSYOA,69,93.3,6398.05,No,3024.952645051195,High-Value
5419-KLXBN,25,89.15,2257.75,Yes,2890.4022326507397,Standard-Value
3424-NMNBO,58,108.85,6287.25,Yes,3529.1114192263935,High-Value
9885-MFVSU,35,46.35,1662.05,No,1502.74978668942,Standard-Value
4514-GFCFI,16,84.75,1350.15,Yes,2747.746373720137,Standard-Value
0607-MVMGC,45,78.75,3600.65,No,2553.2156569965873,Standard-Value
3365-SAIGS,17,83.55,1329.15,No,2708.840230375427,Standard-Value
9828-AOQLM,1,45.7,45.7,Yes,1481.6756257110355,Standard-Value
8022-BECSI,22,19.6,422.5,No,635.467007963595,Standard-Value
8000-REIQB,1,69.95,69.95,Yes,2267.9039391353813,Standard-Value
9993-LHIEB,67,67.85,4627.65,No,2199.8181882821386,Standard-Value
0266-CLZKZ,67,105.65,6717.9,No,3425.361703640501,High-Value
7615-ESMYF,2,44.6,97.1,Yes,1446.0116609783847,Standard-Value
3858-VOBET,23,74.95,1710.45,Yes,2430.0128697383393,Standard-Value
7020-OZKXZ,9,75.5,637.4,No,2447.8448521046644,Standard-Value
3977-QCRSL,5,20.15,117.95,No,653.2989903299203,Standard-Value
0017-DINOC,54,45.2,2460.55,No,1465.4647326507397,Standard-Value
1447-PJGGA,57,95.25,5464.65,Yes,3088.1751279863483,High-Value
8565-CLBZW,24,89.85,2165.05,Yes,2913.0974829351535,Standard-Value
9139-WQQDY,49,100.45,4941.8,Yes,3256.768415813425,High-Value
0224-HJAPT,5,47.15,223.15,Yes,1528.6872155858932,Standard-Value
8086-OVPWV,2,80.2,181.1,Yes,2600.227246871445,Standard-Value
9430-FRQOC,4,87.1,341.45,Yes,2823.937571103527,Standard-Value
7639-OPLNG,70,79.25,5731.85,No,2569.426550056883,Standard-Value
3074-GQWYX,5,75.9,357.75,Yes,2460.813566552901,Standard-Value
1492-QGCLU,53,85.7,4616.1,No,2778.547070534699,Standard-Value
6845-RGTYS,47,98.75,4533.7,Yes,3201.651379408419,High-Value
7328-OWMOM,31,20.1,589.25,No,651.6779010238909,Standard-Value
4418-LZMSV,13,61.8,750.1,No,2003.6663822525597,Standard-Value
5155-AZQPB,28,49.9,1410.25,No,1617.84712741752,Standard-Value
8861-HGGKB,10,86.45,830.85,Yes,2802.8634101251423,Standard-Value
1087-GRUYI,38,20.4,743.5,No,661.4044368600682,Standard-Value
7065-YUNRY,1,45.3,45.3,Yes,1468.7069112627987,Standard-Value
7694-VLBWQ,67,104.1,7040.85,Yes,3375.1079351535836,High-Value
2546-KZAAT,52,75.4,3865.45,No,2444.6026734926054,Standard-Value
0181-RITDD,62,108.15,6825.65,No,3506.41616894198,High-Value
5989-PGKJB,16,86.25,1340.1,No,2796.379052901024,Standard-Value
4795-KTRTH,5,81.0,371.65,Yes,2626.164675767918,Standard-Value
8272-ONJLV,12,95.7,1184.0,No,3102.764931740615,High-Value
1488-PBLJN,72,116.85,8477.7,No,3788.4857081911264,High-Value
0308-GIQJT,71,105.75,7382.85,No,3428.60388225256,High-Value
3778-FOAQW,24,20.15,456.85,No,653.2989903299203,Standard-Value
4452-ROHMO,15,19.6,331.6,No,635.467007963595,Standard-Value
6481-OGDOO,67,90.6,6056.15,Yes,2937.4138225255974,High-Value
3090-LETTY,2,60.95,134.6,No,1976.107864050057,Standard-Value
5349-AZPEW,5,25.05,125.5,No,812.1657423208192,Standard-Value
3753-TSEMP,15,88.15,1390.6,Yes,2857.980446530148,Standard-Value
8305-VHZBZ,1,20.2,20.2,Yes,654.92007963595,Standard-Value
9720-JJJOR,41,60.3,2511.3,No,1955.0337030716723,Standard-Value
8100-HZZLJ,43,63.95,2737.05,No,2073.373222411832,Standard-Value
8775-ERLNB,1,74.3,74.3,No,2408.938708759955,Standard-Value
8309-IEYJD,1,70.6,70.6,No,2288.978100113766,Standard-Value
9172-JITSM,26,90.8,2361.8,Yes,2943.898179749716,High-Value
6298-QDFNH,22,79.35,1730.35,Yes,2572.668728668942,Standard-Value
7398-HPYZQ,71,90.55,6404.0,No,2935.7927332195677,High-Value
3546-GHEAE,7,19.45,165.35,No,630.6037400455062,Standard-Value
7361-YPXFS,28,64.45,1867.6,No,2089.5841154721275,Standard-Value
6557-BZXLQ,16,69.65,1043.3,No,2258.177403299204,Standard-Value
2550-QHZGP,7,19.5,128.6,No,632.2248293515358,Standard-Value
7519-JTWQH,69,110.5,7455.45,No,3582.60736632537,High-Value
2538-OIMXF,1,24.7,24.7,No,800.818117178612,Standard-Value
8543-MSDMF,3,77.4,206.15,No,2509.4462457337886,Standard-Value
9961-JBNMK,21,96.8,2030.3,Yes,3138.428896473265,High-Value
1170-SASML,69,85.4,5869.4,No,2768.8205346985214,Standard-Value
4872-JCVCA,71,47.6,3377.8,No,1543.2770193401595,Standard-Value
5346-BZCHP,69,19.4,1346.2,No,628.9826507394766,Standard-Value
2038-LLMLM,48,103.85,4946.05,No,3367.002488623436,High-Value
6173-ITPWD,47,83.35,4065.0,Yes,2702.3558731513085,Standard-Value
9734-UYXQI,2,49.4,106.55,Yes,1601.636234357224,Standard-Value
1216-BGTSP,45,108.45,4964.7,No,3516.142704778157,High-Value
4138-NAXED,51,81.0,4085.75,No,2626.164675767918,Standard-Value
2189-UXTKY,22,79.2,1742.75,Yes,2567.8054607508534,Standard-Value
0744-BIKKF,72,86.65,6224.8,No,2809.3477673492607,Standard-Value
7483-IQWIB,37,92.95,3415.25,No,3013.6050199089877,High-Value
5248-KWLAR,71,90.35,6325.25,No,2929.3083759954493,High-Value
4958-GZWIY,7,48.7,340.25,Yes,1578.9409840728101,Standard-Value
7996-MHXLW,66,25.15,1683.6,No,815.4079209328783,Standard-Value
7833-PKIHD,51,76.4,3966.3,No,2477.024459613197,Standard-Value
7061-OVMIM,30,19.55,608.5,No,633.8459186575654,Standard-Value
5153-RTHKF,34,85.35,2896.6,No,2767.1994453924913,Standard-Value
1852-QSWCD,64,24.8,1514.85,No,804.0602957906713,Standard-Value
4832-VRBMR,65,103.15,6792.45,No,3344.307238339022,High-Value
9079-LWTFD,47,100.75,4669.2,No,3266.494951649602,High-Value
6356-ELRKD,1,95.6,95.6,Yes,3099.5227531285555,High-Value
8624-GIOUT,49,59.75,2934.3,Yes,1937.201720705347,Standard-Value
3392-EHMNK,67,94.1,6302.8,No,3050.890073947668,High-Value
5986-WWXDV,39,19.35,779.2,No,627.3615614334472,Standard-Value
3061-BCKYI,14,19.9,283.75,No,645.1935437997724,Standard-Value
6179-GJPSO,43,108.15,4600.7,Yes,3506.41616894198,High-Value
7901-TBKJX,56,101.05,5594.0,No,3276.2214874857796,High-Value
7228-PAQPD,14,59.1,772.85,No,1916.1275597269625,Standard-Value
3177-LASXD,1,71.35,71.35,Yes,2313.2944397042093,Standard-Value
7746-QYVCO,16,55.85,857.8,No,1810.75675483504,Standard-Value
5804-HYIEZ,70,106.05,7554.05,No,3438.3304180887376,High-Value
9919-FZDED,72,84.1,5981.65,No,2726.672212741752,Standard-Value
5934-TSSAU,23,75.3,1702.9,No,2441.360494880546,Standard-Value
3486-KHMLI,21,24.7,467.15,No,800.818117178612,Standard-Value
4897-QSUYC,1,20.15,20.15,Yes,653.2989903299203,Standard-Value
1084-UQCHV,1,69.75,69.75,Yes,2261.419581911263,Standard-Value
8290-YWKHZ,32,93.2,2931.0,Yes,3021.710466439136,High-Value
2955-BJZHG,17,80.85,1400.85,Yes,2621.3014078498295,Standard-Value
3806-DXQOM,4,33.65,137.85,Yes,1090.9931029579068,Standard-Value
6784-XYJAE,36,55.8,1941.5,No,1809.1356655290103,Standard-Value
3933-DQPWX,50,39.7,1932.75,No,1287.144908987486,Standard-Value
6661-EIPZC,48,29.5,1423.05,No,956.4426905574517,Standard-Value
8957-THMOA,50,20.15,970.85,No,653.2989903299203,Standard-Value
2251-PYLPB,72,79.55,5810.9,No,2579.1530858930605,Standard-Value
5555-RNPGT,10,24.8,223.9,No,804.0602957906713,Standard-Value
1057-FOGLZ,18,19.65,391.7,No,637.0880972696245,Standard-Value
9300-RENDD,1,79.95,79.95,Yes,2592.1218003412973,Standard-Value
0761-AETCS,1,19.3,19.3,Yes,625.7404721274175,Standard-Value
8087-LGYHQ,9,94.05,811.65,No,3049.2689846416383,High-Value
4137-BTIKL,2,90.75,174.75,No,2942.277090443686,High-Value
2190-BCXEC,40,78.85,3126.85,No,2556.4578356086463,Standard-Value
6227-FBDXH,69,99.5,6841.45,No,3225.9677189988624,High-Value
2153-MREFK,37,99.2,3754.6,Yes,3216.241183162685,High-Value
2911-WDXMV,18,80.55,1406.65,No,2611.574872013652,Standard-Value
7206-PQBBZ,11,70.2,834.7,No,2276.0093856655294,Standard-Value
3106-ULWFW,8,85.2,627.4,Yes,2762.336177474403,Standard-Value
0925-VYDLG,3,75.25,242.0,Yes,2439.7394055745167,Standard-Value
4547-FZJWE,55,59.45,3157.0,No,1927.4751848691697,Standard-Value
7422-WNBTY,33,93.35,3092.0,No,3026.573734357224,High-Value
0842-IWYCP,46,44.95,2168.9,No,1457.3592861205918,Standard-Value
3521-HTQTV,34,26.1,980.35,No,846.2086177474404,Standard-Value
3744-ZBHON,3,20.2,65.95,No,654.92007963595,Standard-Value
3373-DIUUN,30,21.25,711.9,No,688.9629550625712,Standard-Value
8383-SGHJU,33,59.4,1952.8,No,1925.85409556314,Standard-Value
7607-QKKTJ,45,95.0,4368.85,No,3080.0696814562007,High-Value
7707-PYBBH,40,61.9,2647.1,No,2006.908560864619,Standard-Value
8984-HPEMB,71,118.65,8477.6,No,3846.8449232081916,High-Value
4349-GFQHK,1,54.35,54.35,Yes,1762.1240756541526,Standard-Value
4139-DETXS,72,64.45,4528.0,No,2089.5841154721275,Standard-Value
9779-DPNEJ,22,80.15,1790.65,No,2598.6061575654157,Standard-Value
9805-FILKB,46,20.2,845.6,No,654.92007963595,Standard-Value
5793-YOLJN,55,21.0,1210.3,No,680.8575085324233,Standard-Value
0673-IGUQO,1,20.45,20.45,No,663.0255261660978,Standard-Value
4123-FCVCB,12,75.85,854.45,No,2459.1924772468715,Standard-Value
8819-IMISP,31,80.45,2429.1,No,2608.332693401593,Standard-Value
7802-EFKNY,5,24.95,100.4,Yes,808.92356370876,Standard-Value
8311-UEUAB,67,75.5,5229.45,No,2447.8448521046644,Standard-Value
5858-EAFCZ,1,44.45,44.45,No,1441.148393060296,Standard-Value
8035-BUYVG,40,42.35,1716.45,Yes,1373.0626422070536,Standard-Value
1163-ONYEY,41,74.55,3023.55,No,2417.0441552901025,Standard-Value
9787-XVQIU,1,75.3,75.3,Yes,2441.360494880546,Standard-Value
8945-MUQUF,51,94.8,4837.6,Yes,3073.5853242320823,High-Value
5656-MJEFC,42,48.15,2032.3,No,1561.1090017064846,Standard-Value
6082-OQFBA,23,19.65,436.9,No,637.0880972696245,Standard-Value
8051-HJRLT,1,70.55,70.55,Yes,2287.357010807736,Standard-Value
8974-OVACP,1,20.15,20.15,No,653.2989903299203,Standard-Value
4010-YLMVT,56,106.6,5893.95,No,3456.1624004550627,High-Value
1379-FRVEB,15,91.0,1430.05,No,2950.3825369738342,High-Value
8612-GXIDD,12,25.4,313.0,No,823.5133674630262,Standard-Value
6288-CHQJB,54,69.95,3871.85,No,2267.9039391353813,Standard-Value
8160-HOWOX,7,66.85,458.1,No,2167.396402161547,Standard-Value
3023-GFLBR,33,86.15,2745.7,Yes,2793.136874288965,Standard-Value
6648-INWPS,16,20.15,341.35,No,653.2989903299203,Standard-Value
4223-BKEOR,21,64.85,1336.8,No,2102.552829920364,Standard-Value
4079-VTGLK,30,74.85,2181.75,No,2426.77069112628,Standard-Value
1763-WQFUK,3,50.5,147.75,No,1637.300199089875,Standard-Value
1391-UBDAR,11,72.9,818.45,No,2363.548208191127,Standard-Value
8894-JVDCV,62,115.05,7133.45,No,3730.1264931740616,High-Value
2023-VQFDL,18,19.0,348.8,No,616.01393629124,Standard-Value
1345-GKDZZ,6,19.55,128.6,No,633.8459186575654,Standard-Value
2014-MKGMH,46,101.1,4674.4,No,3277.842576791809,High-Value
5628-FCGYG,21,84.1,1737.45,No,2726.672212741752,Standard-Value
2560-WBWXF,68,24.15,1498.85,No,782.9861348122867,Standard-Value
0248-IPDFW,1,50.1,50.1,No,1624.3314846416383,Standard-Value
7978-DKUQH,25,74.6,1797.75,No,2418.6652445961317,Standard-Value
4335-UPJSI,24,19.75,498.1,No,640.3302758816837,Standard-Value
0524-IAVZO,30,85.0,2624.25,Yes,2755.8518202502846,Standard-Value
2737-YNGYW,2,80.55,184.1,Yes,2611.574872013652,Standard-Value
1784-EZDKJ,51,106.8,5498.8,No,3462.646757679181,High-Value
9297-FVVDH,57,84.5,4845.4,No,2739.640927189989,Standard-Value
8007-YYPWD,15,25.05,369.1,No,812.1657423208192,Standard-Value
7101-HRBLJ,72,83.7,6096.9,No,2713.7034982935156,Standard-Value
5159-YFPKQ,2,75.8,160.75,Yes,2457.5713879408418,Standard-Value
6635-CPNUN,28,96.6,2684.35,No,3131.9445392491466,High-Value
4021-RQSNY,29,98.5,3004.15,Yes,3193.545932878271,High-Value
5453-YBTWV,70,101.1,6994.8,No,3277.842576791809,High-Value
5039-LZRQT,13,20.2,273.25,No,654.92007963595,Standard-Value
2931-VUVJN,59,94.05,5483.9,No,3049.2689846416383,High-Value
9061-TIHDA,13,95.25,1233.65,Yes,3088.1751279863483,High-Value
8699-ASUFO,7,74.4,527.9,Yes,2412.1808873720142,Standard-Value
6418-PIQSP,62,81.0,4985.9,No,2626.164675767918,Standard-Value
8220-OCUFY,21,60.25,1258.35,No,1953.4126137656428,Standard-Value
3995-WFCSM,2,60.85,111.4,No,1972.8656854379979,Standard-Value
1895-QTKDO,1,43.95,43.95,No,1424.9375000000002,Standard-Value
2038-OEQZH,4,86.05,308.1,No,2789.8946956769055,Standard-Value
1178-PZGAB,19,20.25,383.65,No,656.5411689419795,Standard-Value
7927-AUXBZ,30,85.15,2555.9,Yes,2760.7150881683738,Standard-Value
2626-VEEWG,67,19.4,1284.2,No,628.9826507394766,Standard-Value
2878-RMWXY,72,102.65,7550.3,No,3328.0963452787264,High-Value
1657-DYMBM,53,19.9,1110.05,No,645.1935437997724,Standard-Value
7311-MQJCH,5,19.55,99.6,No,633.8459186575654,Standard-Value
7375-WMVMT,71,95.5,6707.15,No,3096.2805745164965,High-Value
1136-XGEQU,50,84.15,4164.4,No,2728.293302047782,Standard-Value
2530-FMFXO,56,103.2,5873.75,No,3345.9283276450515,High-Value
6844-DZKRF,2,50.2,109.25,No,1627.5736632536975,Standard-Value
4695-WJZUE,2,88.55,179.25,Yes,2870.9491609783845,Standard-Value
7619-ODSGN,24,54.75,1338.15,Yes,1775.0927901023892,Standard-Value
5970-GHJAW,46,19.95,862.4,No,646.814633105802,Standard-Value
8879-XUAHX,71,116.25,8564.75,No,3769.0326365187716,High-Value
3689-MOZGR,29,31.2,926.2,No,1011.5597269624574,Standard-Value
4195-PNGZS,69,24.45,1718.2,No,792.7126706484642,Standard-Value
5003-XZWWO,71,84.2,5956.85,No,2729.9143913538114,Standard-Value
3988-RQIXO,1,91.3,91.3,Yes,2960.1090728100116,High-Value
7622-FWGEW,56,85.65,4824.45,No,2776.925981228669,Standard-Value
6922-NCEDI,56,21.2,1238.65,No,687.3418657565416,Standard-Value
2514-GINMM,1,79.5,79.5,Yes,2577.531996587031,Standard-Value
9891-NQDBD,28,25.55,672.2,No,828.376635381115,Standard-Value
6131-IUNXN,19,20.2,382.2,No,654.92007963595,Standard-Value
8548-AWOFC,66,63.85,4264.6,No,2070.1310437997727,Standard-Value
9798-DRYDS,17,61.95,1070.7,No,2008.5296501706487,Standard-Value
8532-UEFWH,52,25.75,1345.85,No,834.8609926052333,Standard-Value
6296-DDOOR,19,58.2,1045.25,No,1886.9479522184304,Standard-Value
7951-VRDVK,36,85.85,3003.55,No,2783.410338452787,Standard-Value
5931-FLJJF,7,70.1,467.55,Yes,2272.76720705347,Standard-Value
4815-YOSUK,72,104.9,7537.5,No,3401.0453640500573,High-Value
2659-VXMWZ,67,111.3,7482.1,Yes,3608.5447952218433,High-Value
0380-NEAVX,34,99.85,3343.15,No,3237.3153441410695,High-Value
3207-OYBWH,57,95.25,5427.05,Yes,3088.1751279863483,High-Value
4285-GYRQC,7,86.25,587.1,Yes,2796.379052901024,Standard-Value
7216-EWTRS,1,100.8,100.8,Yes,3268.1160409556314,High-Value
4365-MSDYN,8,19.55,161.15,No,633.8459186575654,Standard-Value
7036-TYDEC,69,104.0,7028.5,No,3371.8657565415247,High-Value
5802-ADBRC,50,104.4,5232.9,No,3384.8344709897615,High-Value
8076-FEZKJ,10,19.5,225.85,No,632.2248293515358,Standard-Value
5197-YPYBZ,12,25.25,274.7,No,818.6500995449375,Standard-Value
8337-MSSXB,14,86.3,1180.95,Yes,2798.0001422070536,Standard-Value
4312-GVYNH,70,49.85,3370.2,No,1616.2260381114904,Standard-Value
8495-LJDFO,64,108.95,7111.3,No,3532.353597838453,High-Value
0839-JTCUD,66,89.9,5958.85,No,2914.7185722411837,High-Value
5494-WOZRZ,71,82.0,5999.85,No,2658.58646188851,Standard-Value
1302-UHBDD,20,89.95,1648.45,No,2916.339661547213,High-Value
2234-EOFPT,72,79.35,5753.25,No,2572.668728668942,Standard-Value
8619-IJNDK,71,64.05,4492.9,No,2076.6154010238906,Standard-Value
8378-LKJAF,38,101.15,3956.7,No,3279.463666097839,High-Value
8182-BJDSI,28,89.95,2625.55,Yes,2916.339661547213,High-Value
2528-HFYZX,17,76.45,1233.4,Yes,2478.6455489192267,Standard-Value
1153-GNOLC,33,39.1,1309.0,No,1267.691837315131,Standard-Value
3298-QEICA,23,34.6,813.45,No,1121.793799772469,Standard-Value
0788-DXBFY,58,19.55,1108.8,No,633.8459186575654,Standard-Value
3597-YASZG,70,104.45,7349.35,No,3386.455560295791,High-Value
3496-LFSZU,4,70.5,294.2,No,2285.735921501707,Standard-Value
5242-UOWHD,45,20.35,929.2,No,659.7833475540388,Standard-Value
2482-CZGBB,10,70.0,740.0,Yes,2269.525028441411,Standard-Value
6479-SZPLM,36,19.45,754.5,No,630.6037400455062,Standard-Value
8097-VBQTZ,54,69.9,3883.3,No,2266.282849829352,Standard-Value
4500-HKANN,23,59.7,1414.2,No,1935.5806313993176,Standard-Value
9917-KWRBE,41,78.35,3211.2,No,2540.2469425483505,Standard-Value
3420-ZDBMA,5,71.45,371.6,No,2316.5366183162687,Standard-Value
2212-LYASK,27,45.85,1246.4,No,1486.5388936291242,Standard-Value
1393-IMKZG,1,95.85,95.85,No,3107.628199658703,High-Value
8069-RHUXK,67,35.7,2545.7,No,1157.4577645051197,Standard-Value
3398-GCPMU,72,89.55,6448.85,No,2903.370947098976,Standard-Value
2908-WGAXL,56,24.95,1468.9,No,808.92356370876,Standard-Value
3378-AJRAO,44,24.85,1013.6,No,805.6813850967009,Standard-Value
1013-QCWAM,66,100.8,6690.75,No,3268.1160409556314,High-Value
0866-QLSIR,34,64.4,2088.75,Yes,2087.963026166098,Standard-Value
6050-FFXES,69,105.35,7240.65,No,3415.6351678043234,High-Value
7181-BQYBV,1,102.45,102.45,Yes,3321.611988054608,High-Value
0362-RAOQO,40,19.65,830.25,No,637.0880972696245,Standard-Value
9554-DFKIC,30,54.45,1588.7,No,1765.3662542662119,Standard-Value
5527-ACHSO,11,70.5,829.3,No,2285.735921501707,Standard-Value
0829-DDVLK,15,20.1,302.45,No,651.6779010238909,Standard-Value
1399-UBQIU,11,69.35,712.25,No,2248.450867463026,Standard-Value
1813-JLKWR,64,19.8,1336.65,No,641.9513651877133,Standard-Value
0336-PIKEI,72,74.4,5360.75,No,2412.1808873720142,Standard-Value
7322-OCWHC,72,93.05,6735.05,No,3016.8471985210467,High-Value
9537-VHDTA,1,51.2,51.2,No,1659.9954493742891,Standard-Value
4957-TIALW,15,65.6,1010.0,No,2126.8691695108078,Standard-Value
2054-PJOCK,60,80.55,4847.05,No,2611.574872013652,Standard-Value
9150-HEPMB,56,52.7,3019.7,No,1708.6281285551765,Standard-Value
9030-QGZNL,8,20.85,161.65,No,675.9942406143346,Standard-Value
